id,smiles,MolWt,TPSA,HBA,HBD,MolLogP,NumRotatableBonds,RingCount,Lipinski
CHEMBL512464,COC1C=C(CCC/C(C)=C\CC/C(C)=C\CCC(C)=Cc2oc(O)c(C)c2O)C(OC)O1,460.6110000000002,81.29,6,2,6.927420000000009,13,2,0
CHEMBL4077823,Clc1cc(Cl)cc(N2N=C(c3ccc(Br)cc3)CC2c2cccc(Nc3ccnc4cc(Cl)ccc34)c2)c1,622.7810000000002,40.519999999999996,4,1,10.056799999999994,5,6,0
CHEMBL567313,Cc1c(CN(C)C(=O)C=Cc2cnc3c(c2)NCCCN3)sc2ccccc12,392.5280000000001,57.260000000000005,5,2,4.504020000000003,4,4,1
CHEMBL2313995,COc1cc(C(=O)O[C@H](C)C2C(=O)N(SC)[C@@H]2OC(C)=O)cc(OC)c1O,399.42100000000016,111.60000000000002,9,1,1.5802999999999998,7,2,1
CHEMBL4799917,CC(C)=CCc1cc([C@H](O)C2NC(=O)CNC(=O)C(C(C)C)NC(=O)CNC(=O)C3CCCN3C(=O)C(Cc3c[nH]c4ccccc34)NC(=O)CNC2=O)ccc1O,800.9140000000001,251.15999999999997,17,9,0.12190000000000895,7,5,0
CHEMBL4214001,CCCCC(CC)COc1cccc(-c2ncno2)c1,274.36400000000003,48.150000000000006,4,0,4.331800000000004,8,2,1
CHEMBL3596979,COC(=O)c1c(/C=C/c2ccccc2F)cc(OC)c(CC=C(C)C)c1O,370.4200000000002,55.760000000000005,4,1,5.005600000000005,6,2,0
philipe_S6,C[C@]12CC[C@H](n3cc(CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)nn3)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,617.7400000000002,176.62,12,5,1.3926999999999994,6,7,0
CHEMBL4125755,COc1cc(-c2ccccc2C(F)(F)F)cc2c3ccccc3c[n+](C)c12,368.37800000000004,13.11,2,0,5.511900000000004,2,4,0
CHEMBL4089788,O=C1c2cccnc2C(=O)c2c1c(C(=O)OCCCCCCN1CCCC1)c1ccc(Br)cn21,524.4150000000003,80.97999999999999,7,0,4.6852000000000045,8,5,0
CHEMBL1241928,CN(C)c1ccc(/C=C/c2cccc[n+]2C)cc1,239.34199999999998,7.12,2,0,2.7475000000000005,3,2,1
CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,822.9530000000003,220.14999999999995,16,6,4.335420000000004,4,6,0
CHEMBL2030144,CC[C@H](C)OSSO[C@@H](C)CC,210.36399999999998,18.46,2,0,3.828000000000003,7,0,1
CHEMBL5203067,CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)NCCCS)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,1522.4350000000002,522.2900000000002,33,21,0.45770000000000316,16,12,0
leonardo_5,COc1ccc2cc(CCC(C)=O)ccc2c1,228.29099999999997,26.3,2,0,3.370000000000002,4,2,1
CHEMBL4212171,c1ccc(COc2cccc(-c3c[nH]nn3)c2)cc1,251.28900000000002,50.8,4,1,3.050700000000001,4,3,1
CHEMBL4563216,CC(C)CCn1c(COc2ccc(F)c(C(N)=O)c2F)nn(-c2ccc(Br)cc2)c1=O,495.3240000000001,92.13999999999999,7,2,3.798700000000002,8,3,1
CHEMBL1688840,N=C(N)NCCCC(NC(=O)C(CCCN=C(N)N)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O,2639.1639999999948,926.9099999999999,55,44,0.7958700000000718,83,13,0
CHEMBL3747634,COc1ccc2c(c1)c(CCN)c(C)n2Cc1ccc(Cl)c(Cl)c1,363.288,40.18,3,2,4.814620000000004,5,3,1
CHEMBL4648451,CC[C@H]1OC(=O)C(C)C(=O)C(C)[C@@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(OC)CC(C)C(=O)C(C)[C@@H](OC(=O)NCCn2cc(-c3cccc(N)c3)nn2)[C@]1(C)O,816.9939999999998,226.89000000000001,17,5,2.9975000000000063,10,4,0
CHEMBL4277820,CC(C)(C)c1ccc(-c2cc(CCOc3ccc(F)c(C(N)=O)c3F)no2)cc1,400.4250000000001,78.35000000000001,5,2,4.637700000000003,6,3,1
CHEMBL4278619,NC(=O)c1c(F)ccc(OCc2cc(-c3cccc(Cl)c3)on2)c1F,364.735,78.35000000000001,5,2,3.951100000000001,5,3,1
CHEMBL4586447,COC(=O)c1ccc(-c2c3[nH]c4ccc(OC)cc4c3cc[n+]2Cc2ccccc2)cc1,423.49200000000013,55.20000000000001,5,1,5.119100000000004,5,5,0
leonardo_36,COc1cc(C=C2CCCC(=Cc3ccc(O)c(OC)c3)C2=O)ccc1O,366.41300000000007,75.99,5,2,4.3350000000000035,4,3,1
CHEMBL5289424,O=C(CCCCCNC(=O)C1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O)NNC(=O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,706.7539999999998,211.72,17,5,0.32570000000000393,12,6,0
CHEMBL3739574,CN1CCN(C[C@H]2CN(c3ccc(-n4cc(-c5ccccn5)cn4)c(F)c3)C(=O)O2)CC1,436.4910000000002,66.73,8,0,2.646000000000001,5,5,1
CHEMBL5179184,CN(C)c1ccc(/C=C/c2cc(N3CCCC3)[n+](C)c3ccccc23)cc1,358.50899999999996,10.36,3,0,4.500900000000004,4,4,1
CHEMBL5172888,CNc1nc(O)c([C@H](C)c2c[nH]c3c(F)cccc23)o1,275.283,74.08000000000001,5,3,3.1941000000000015,3,3,1
CHEMBL454677,Clc1ccc2[nH]c(Nc3ccc(Cl)c(Cl)c3)nc2c1,312.58700000000005,40.71,3,2,5.2667,2,3,0
CHEMBL4077492,COc1ccc(C2=NN(c3cc(Cl)cc(Cl)c3)C(c3cccc(Nc4ccnc5cc(Cl)ccc45)c3)C2)cc1,573.9110000000001,49.75,5,1,9.302899999999996,6,6,0
CHEMBL4551280,CC(C)CCOc1ccccc1-c1ccccc1OCc1cn(C(CCCCN)C(=O)NCc2ccc(C(F)(F)F)cc2)nn1,623.7200000000005,104.28999999999999,8,3,6.954300000000007,16,4,0
CHEMBL4857376,CO[C@]1(C)C[C@@H](C)[C@H](OC(=O)c2cc(Cl)cc(Cl)c2)[C@H](C)CN(C)CCOC(=O)C(C)C(=O)C(C)[C@H]1O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1OC(=O)c1cc(Cl)cc(Cl)c1,890.726,130.14,12,0,7.898800000000009,8,4,0
CHEMBL4864371,CC(C)=CCc1c(OCC(F)(F)F)cc(/C=C/c2ccc(C(F)(F)F)cc2)c(C(=O)O)c1O,474.3970000000001,66.76,4,2,6.729400000000006,7,2,0
CHEMBL4758907,NC(=O)c1c(F)ccc(OCC2CC(c3ccccc3)=NO2)c1F,332.306,73.91000000000001,5,2,2.635700000000001,5,3,1
CHEMBL4868354,CC[C@H]1OC(=O)C(C)[C@@H](OC(=O)NNC(=O)Cn2cc(-c3cccc([N+](=O)[O-])c3)nn2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@H]2OC(=O)O[C@@]21C,905.0159999999997,268.51,22,4,2.789700000000005,9,5,0
CHEMBL5187927,COc1cc2c(oc(=O)c3cc(C)cc(OC)c32)c2c([C@H]3O[C@@H]([C@@H](C)OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)ccc(OC(C)=O)c12,650.6330000000003,163.10000000000002,13,0,4.605220000000004,8,5,0
CHEMBL4278634,NC(=O)c1c(F)ccc(OCc2cc(-c3ccccc3Cl)no2)c1F,364.73500000000007,78.35000000000001,5,2,3.951100000000002,5,3,1
CHEMBL2386696,CC(CCCCCCCCC(=O)CCCCCCCCC[C@@H](O)CO)C(=O)c1c(O)[nH]c(Cc2ccc(O)cc2)c1O,587.7980000000003,151.07999999999998,8,6,7.095100000000011,24,2,0
CHEMBL5174044,C=C[C@]1(C)C[C@@H](OC(=O)CNC(=S)Nc2ccc(F)cc2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,530.7060000000005,87.66000000000001,6,3,5.0186000000000055,5,4,0
CHEMBL4289880,COC(=O)c1cc2c3ccccc3n(Cc3cccc(C)c3)c2c(-c2cn(C(C)=O)c3ccccc23)n1,487.55900000000025,66.12,6,0,6.614620000000006,4,6,0
CHEMBL5273947,C=C[C@]1(C)C[C@@H](OC(=O)CSc2nc(N)nc3c2ncn3C(=O)Nc2ccc(C(C)=O)cc2)[C@@]2(C)C3C(=O)CC[C@@]3(CC[C@H]2C)[C@@H](C)[C@@H]1O,688.851,179.38999999999996,12,4,5.689900000000006,7,6,0
CHEMBL2049226,O=C(C=Cc1ccccc1O)c1ccc(Br)cc1,303.155,37.3,2,1,4.0508000000000015,3,2,1
CHEMBL1336,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,464.83100000000013,92.35000000000001,7,3,5.549700000000003,5,3,0
CHEMBL4293725,COc1ccc2c(c[n+]3c4c2cc(Cc2ccc(F)cc2F)c2c5c(cc(c24)CC3)OCO5)c1OC,486.49400000000037,40.8,5,0,5.604700000000006,4,7,0
CHEMBL5288144,C=C(C)C(=O)OCC[N+](C)(C)Cc1nnc(CCCCc2nnc(C[N+](C)(C)CCOC(=O)C(=C)C)o2)o1,534.6580000000005,130.44,12,0,2.4094000000000015,17,2,0
CHEMBL4851504,COc1ccc(C(=O)NN=Cc2cc(I)c(O)c(I)c2)cc1,522.08,70.92,5,2,3.3739000000000017,4,2,0
CHEMBL500376,CC[C@H](C)C(NC(=O)C(CCCCN)NC(=O)C(N)CCCCN)C(=O)NC(CCSC)C(=O)NC(CCCN=C(N)N)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(N)=O)[C@@H](C)O,1347.7500000000007,591.4799999999999,33,30,-4.53085999999999,49,1,0
CHEMBL526871,CC[C@H](C)C(NC(=O)C(N)CCCCN)C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(CCSC)C(=O)NC(CCCN=C(N)N)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(N)=O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)O)[C@@H](C)CC,2760.490999999997,1171.85,68,55,-10.056560000000013,104,1,0
CHEMBL4126581,COc1ccc(-c2cc(C)c3c(c2)c2ccccc2c[n+]3C)cc1,314.408,13.11,2,0,4.801520000000005,2,4,1
CHEMBL4591841,CC(=O)O[C@H]1C[C@@]2(C)C(C[C@@H](O)C3[C@@]4(C)CC[C@@H](OC(=O)c5ccccc5C(=O)O)[C@@H](C)C4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)OCc1ccccc1,754.9609999999999,136.43,9,2,8.887800000000004,10,6,0
CHEMBL351660,COc1cc(Cc2cc(N)nc(N)n2)cc(OC)c1OC,290.32300000000004,105.51,7,4,1.2575999999999998,5,2,1
CHEMBL2419689,N#Cc1c(NCCC2CCN(Cc3ccccc3)CC2)nc(NCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,637.8760000000003,91.00999999999999,7,2,7.920360000000009,13,6,0
CHEMBL4287369,COC(=O)c1cc2c3ccccc3n(Cc3cccc(Br)c3)c2c(-c2cn(C(C)=O)c3ccccc23)n1,552.4280000000001,66.12,6,0,7.068700000000004,4,6,0
CHEMBL3637851,CC(=O)NCC1CN(c2ccc(-c3ccc(CO)cc3)c(F)c2)C(=O)O1,358.3690000000001,78.87000000000002,6,2,2.446300000000001,5,3,1
CHEMBL3793251,Oc1ccc2ccccc2c1C(c1cccs1)N1CCCC1,309.43400000000014,23.47,2,1,4.792100000000003,3,4,1
CHEMBL504822,NC[C@@H]1O[C@H](O[C@@H]2C(C(=O)Nc3ccc(-c4cn(CCCN5CCN(c6cc7c(cc6F)c(=O)c(C(=O)O)cn7C6CC6)CC5)nn4)cc3)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,1142.2100000000003,458.46999999999997,29,20,-5.291000000000018,18,10,0
CHEMBL5171197,C=C[C@]1(C)C[C@@H](OC(=O)CNC(=O)Nc2ccc(Cl)cc2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,531.0930000000004,104.73,7,3,5.368000000000006,5,4,0
CHEMBL7747,O=C(C=Cc1ccc(O)cc1)c1ccccc1,224.25900000000001,37.3,2,1,3.2883000000000013,3,2,1
CHEMBL393227,C=CC(=O)OC1C(=O)N(SC)C1c1ccccc1Cl,297.76300000000003,46.61000000000001,4,0,2.599100000000001,4,2,1
CHEMBL706,CCCCCCCCCCCCCCCCO,242.44699999999992,20.23,1,1,5.460000000000006,14,0,0
CHEMBL4097708,COC(=O)C(CCCN=C(N)N)NC(=O)COc1cc(O)c2c(=O)c(OCC(=O)NC(CCCN=C(N)N)C(=O)OC)c(-c3ccc(OC)cc3)oc2c1CC=C(C)C,824.8889999999999,317.72999999999996,20,11,0.8633000000000053,22,3,0
CHEMBL1172192,COC1C(OC(=O)c2ccc(C)[nH]2)C(O)C(Oc2ccc3c(=O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(O)oc3c2Cl)OC1(C)C,697.1370000000002,189.77999999999994,13,5,5.370320000000006,9,5,0
CHEMBL4277208,COc1ccc2c(c[n+]3c4c2cc(Cc2ccccc2)c2c5c(cc(c24)CC3)OCO5)c1OC,450.51400000000035,40.8,5,0,5.326500000000005,4,7,0
CHEMBL2386697,CC[C@H](C)C(NC(=O)[C@@](C)(CC)NC(=O)C1C[C@@H](O)CN1C(=O)C(C)(C)NC(=O)[C@@](C)(CC)NC(=O)C(C)(C)NC(=O)C1C[C@@H](O)CN1C(=O)[C@@](C)(CC)NC(=O)C(CC(C)C)NC(=O)C1C[C@@H](O)CN1C(=O)[C@](C)(CC)NC(=O)C(CC(C)C)NC(=O)C1C[C@@H](O)CN1C(=O)C(C)(C)NC(C)=O)C(=O)O[C@@H]([C@H](O)[C@H](O)CO)[C@H](O)CO,1668.0029999999995,580.61,39,19,-4.750700000000012,40,4,0
CHEMBL4467340,CC(C)CCOc1ccccc1-c1ccccc1OCc1cn(C[C@@H](CCCCN)NC(=O)CCc2ccccc2)nn1,583.7770000000004,104.28999999999999,8,3,6.195600000000006,18,4,0
CHEMBL4095664,C=C[C@]1(C)C[C@@H](OC(=O)CN2CCN(C(=O)CCl)CC2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,523.1140000000005,87.15,7,1,3.2759000000000014,5,4,0
CHEMBL4861867,CCCc1cccc(-n2ccc3ccc(-c4ccc5c(c4)c4c(C)cccc4c[n+]5C)cc32)c1,441.5980000000002,8.809999999999999,2,0,7.6893200000000075,4,6,0
CHEMBL5171599,CCCNc1cc(/C=C/c2ccc(N(C)C)cc2)c2ccccc2[n+]1C,346.49800000000005,19.15,3,1,4.7226000000000035,6,3,1
CHEMBL4877625,COc1cc(NC(C)CCCNC(=O)CCC(=O)NCCCNCCCCCCCCNCCCCNCCCNC(=O)CCC(=O)NCCCC(C)Nc2cc(OC)cc3cccnc23)c2ncccc2c1,1012.3989999999997,220.78999999999996,17,9,7.35660000000001,42,4,0
CHEMBL4867999,CCNc1c2ccccc2[n+](C)c2ccccc12,237.32599999999996,15.91,2,1,3.2493000000000016,2,3,1
CHEMBL5197708,CNc1nc(O)c([C@H](C)c2c[nH]c3cccc(F)c23)o1,275.283,74.08000000000001,5,3,3.1941000000000015,3,3,1
CHEMBL3634703,CCCCCCCCCCCCCC#CC(=O)Oc1ccc(/C=C/C(=O)/C=C/c2ccc(OC(=O)C#CCCCCCCCCCCCCC)c(OC)c2)cc1OC,795.1139999999994,88.13000000000002,7,0,13.219299999999977,30,2,0
CHEMBL4747207,Cc1nc(-c2ccc(I)cc2)sc1-c1cc(C(=O)NN2CCOCC2)[nH]n1,495.3460000000003,83.14,7,2,3.0902200000000013,4,4,1
CHEMBL4763094,COc1cc2oc3cc(O)c(OC)c(CCC(C)(C)O)c3c(=O)c2c(O)c1CC=C(C)C,442.5080000000002,109.36,7,3,4.586800000000005,7,3,1
CHEMBL4460316,COc1ccc2[nH]c3c(-c4ccccn4)[n+](Cc4ccccc4)ccc3c2c1,366.4440000000001,41.79,4,1,4.727500000000004,4,5,1
CHEMBL566665,Cc1c(CN(C)C(=O)C=Cc2cnc3c(c2)CC2(CCN(C)CC2)C(=O)N3)sc2ccccc12,474.6300000000002,65.54,6,1,4.483120000000004,4,5,1
CHEMBL5090936,Ic1ccc2[nH]c3ccccc3c2c1,293.1070000000001,15.79,1,1,3.925700000000001,0,3,1
CHEMBL447718,CCSSc1cccc([N+](=O)[O-])c1,215.299,43.14,3,0,3.355000000000002,4,1,1
CHEMBL4649633,CCc1ccc(-c2cn(CCNC(=O)O[C@@H]3C(C)C(=O)C(C)C[C@@](C)(OC)[C@H](O[C@H]4O[C@@H](C)C[C@@H](N(C)C)[C@@H]4O)C(C)C(=O)C(C)C(=O)O[C@H](CC)[C@@]3(C)O)nn2)cc1,830.0330000000001,200.86999999999995,16,3,3.977700000000005,11,4,0
CHEMBL5280056,C=C[C@]1(C)C[C@@H](OC(=O)CSc2nc(N)nc3c2ncn3C(=O)Nc2ccccc2)[C@@]2(C)C3C(=O)CC[C@@]3(CC[C@H]2C)[C@@H](C)[C@@H]1O,646.8140000000001,162.31999999999996,11,4,5.487300000000006,6,6,0
CHEMBL3126642,C/C(=N\N=C(N)N)c1sc(-c2ccc(C3=CCCCC3)cc2)nc1C,353.4950000000002,89.64999999999999,5,4,4.073320000000004,4,3,1
CHEMBL4578224,CC(=O)O[C@H]1C[C@@]2(C)C(C[C@@H](O)C3[C@@]4(C)CC[C@@H](O)[C@@H](C)C4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)On1nnc2ccc(Cl)cc21,668.2750000000001,123.77000000000001,9,2,6.635000000000008,6,6,0
CHEMBL4471088,NC(=O)c1c(F)ccc(OCc2nn(-c3ccc(Cl)cc3Cl)c(=O)o2)c1F,416.1670000000001,100.35000000000001,7,2,3.088400000000001,5,3,1
CHEMBL4128677,COc1cc(-c2ccc(C)cc2)cc2c3ccccc3c[n+](C)c12,314.4080000000001,13.11,2,0,4.8015200000000045,2,4,1
CHEMBL3747580,N=C(N)NCCc1cn(Cc2ccc(F)cc2)c2ccccc12,310.37600000000003,66.83000000000001,4,4,2.8542700000000005,5,3,1
CHEMBL270684,C=CC(=O)O[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1C(COC(=O)CCC(=O)OC1C(=O)N(SC(C)CC)[C@H]1c1ccccc1Cl)OC(=O)CCC(=O)OC1C(=O)N(SC(C)CC)[C@H]1c1ccccc1Cl,1009.977,199.81,17,0,7.166800000000008,22,6,0
CHEMBL4785333,NC(=O)c1c(F)ccc(OCC2CC(c3ccccc3Cl)=NO2)c1F,366.75100000000003,73.91000000000001,5,2,3.289100000000002,5,3,1
CHEMBL4577483,Cn1cc(NC(=O)c2ccc(/C=C/c3ccncc3)cc2)cc1C(=O)Nc1cc(C(=O)NCCN2CCOCC2)n(CCCN2CCOCC2)c1,694.8369999999996,134.99,13,3,3.680900000000002,14,6,0
CHEMBL448204,Fc1cccc(Nc2nc3cc(Cl)ccc3[nH]2)c1,261.687,40.71,3,2,4.099000000000001,2,3,1
CHEMBL5194364,CCCCCC[n+]1ccn(-c2ccc(C#Cc3ccc(-n4cc[n+](CCCCCC)c4)cc3)cc2)c1,480.7000000000003,17.619999999999997,4,0,6.4034000000000075,12,4,0
CHEMBL5266344,O=C(CCCNC(=O)C1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O)NNC(=O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,678.6999999999998,211.72,17,5,-0.4544999999999966,10,6,0
CHEMBL3218061,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCc2ccccc2OC)cc1,456.59000000000026,82.17,6,3,5.8548000000000044,10,4,0
CHEMBL4740702,CC(C)C(N)C(=O)NC(CS)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(=O)NC(C(=O)NC(CS)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(=O)NC(C(=O)NC(CS)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(=O)NC(C(=O)NC(CS)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(=O)NC(C(=O)NC(CS)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(N)=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C,3431.4959999999933,1311.1599999999994,81,58,-10.650120000000108,109,5,0
CHEMBL2030133,CCC(C)SSSSC(C)CC,242.5,0.0,0,0,5.261200000000004,7,0,0
CHEMBL4464606,N#CC1C(=N)Oc2c(ccc3ccccc23)C1c1ccc([N+](=O)[O-])cc1,343.3420000000001,100.01,6,1,4.389350000000003,2,4,1
CHEMBL4791811,Nc1nccc(-c2cccc(NC(=O)c3cc(Cl)cc(Br)c3)c2)n1,403.66700000000003,80.89999999999999,5,3,4.394000000000002,3,3,1
CHEMBL2370789,CCCCCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(CCO)C(=O)NC1C(=O)NCC(=O)NC(CCCNCc2ccc(C(=O)N3CCN(c4ccc(F)cc4)CC3)cc2)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC([C@H](C)CC(=O)O)C(=O)NC(CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,1903.0550000000005,694.51,45,24,-2.7814999999999923,40,7,0
CHEMBL4464836,C=C[C@]1(C)C[C@@H](OC(=O)CSc2ccccc2NC(=O)CN2CCN(c3ccccc3C)CC2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,701.9740000000002,99.18,8,2,6.754320000000009,9,6,0
CHEMBL4456643,N=C(N)N/N=C\c1cn(S(=O)(=O)c2ccccc2)c2ccc(Br)cc12,420.2920000000001,113.32999999999998,7,4,2.457770000000001,4,3,1
CHEMBL277930,CC[N+]1(C/C2=C/CCCCCC2)CCC(NC(=O)C2c3cc(Cl)ccc3Oc3ccc(Cl)cc32)CC1,528.5440000000001,38.33,4,1,7.626900000000008,5,5,0
CHEMBL1202383,C[C@@H]1N[C@H](CCCCCCCCCCc2cc(CCCCCCCCCC[C@@H]3CC[C@H](O)[C@@H](C)N3)c3[n+](c2)CCC3)CC[C@H]1O,627.0350000000002,68.4,5,4,8.029900000000008,22,4,0
CHEMBL3216379,CCCCCOc1c(OC)cc(NC(C)CCCNC(=S)NCCCC(C)Nc2cc(OC)c(OCCCCC)c3c(CC)ccnc23)c2nccc(CC)c12,789.1439999999994,110.82000000000001,10,4,10.388499999999995,26,4,0
CHEMBL4558917,C[n+]1c(/C=C/c2c[nH]c3ccccc23)cc(N2CCOCC2)c2ccccc21,370.47600000000017,32.14,4,1,4.152600000000003,3,5,1
CHEMBL4785145,N=C(N)NCCCC(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCCN=C(N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCCCn1cc(COc2cccc(OCc3cn(CCCCC(NC(=O)C(Cc4c[nH]c5ccccc45)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc4c[nH]c5ccccc45)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc4c[nH]c5ccccc45)NC(=O)C(N)CCCNC(=N)N)C(N)=O)nn3)c2)nn1)C(N)=O,2583.0359999999987,1035.9399999999998,62,50,-0.4750499999999455,78,15,0
CHEMBL5279658,C=C[C@]1(C)C[C@@H](OC(=O)CSc2nc(N)nc3c2ncn3C(=O)CCc2ccccc2)[C@@]2(C)C3C(=O)CC[C@@]3(CC[C@H]2C)[C@@H](C)[C@@H]1O,659.8530000000001,150.28999999999996,10,3,5.680100000000007,8,6,0
CHEMBL5281252,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)N1N=C(c2ccncc2)OC1c1cn(-c2ccccc2)nc1-c1ccc(F)cc1,560.5450000000003,115.75000000000001,10,0,5.914200000000005,7,6,0
CHEMBL4853590,COc1ccc(/C=C/c2c3ccccc3[n+](C)c3ccccc23)cc1OC,356.4450000000001,22.34,3,0,5.005100000000004,4,4,0
CHEMBL468142,COC(=O)C(C)(O)[C@](O)(C[C@H](C)CC/C=C(/C)CC/C=C(/C)CCCc1ccoc1)C(=O)OC,478.6260000000004,106.2,7,2,4.909600000000004,15,1,1
CHEMBL5278723,C/C=C\c1ccccc1/C=C/C(=O)N=C(CC)C(=O)NC(C)C(=O)NC(C(N)=O)C(C)C(=O)N1CC(=O)NC([C@@H](O)c2ccccc2)C(=O)N2CCCC2C(=O)NC([C@@H](O)c2ccc(OC)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C1=O,1149.272,341.19,23,10,2.23540000000001,18,7,0
CHEMBL4782771,Cc1nc(-c2ccc(-c3ccccc3)cc2)sc1-c1cc(C(=O)Nc2ccc(C(C)(C)C)cc2)[nH]n1,492.64800000000025,70.67,5,2,7.725420000000006,5,5,0
serafim_CPD18,NC(COc1ccc(Cl)cc1)COc1ccc(Cl)cc1,312.19599999999997,44.480000000000004,3,2,3.778500000000003,6,2,1
